ID,Country_Name,Country_Code,Indicator_Name,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017
32,Burkina Faso,BFA,GDP,10109618964,12080296644,12561016091,13444301139,13943016924,11832159276,12822558022,14169905602
33,Burundi,BDI,GDP,2032135247,2235820868,2333308099,2451625333,2705783272,3104394858,2959640987,3172292379
34,Cabo Verde,CPV,GDP,1664310770,1865915544,1741809809,1850470042,1859898513,1596800287,1662998678,1769787215
35,Cambodia,KHM,GDP,11242275199,12829541141,14054443213,15227991395,16702610842,18049954289,20016747754,22177200512
36,Cameroon,CMR,GDP,26169323293,29375448542,29102772799,32357345501,34989493826,30928653814,32643697596,35009262788
37,Canada,CAN,GDP,1.61E+12,1.79E+12,1.83E+12,1.85E+12,1.80E+12,1.56E+12,1.53E+12,1.65E+12
38,Caribbean small states,CSS,GDP,63364789294,68552917331,70849598299,72231768542,73185354885,71787351548,68222566249,69913144887
39,Cayman Islands,CYM,GDP,4156935677,4186223809,4291159006,4405954638,4563017881,4708336733,4898908676,5141833913
40,Central African Republic,CAF,GDP,2142591376,2437982840,2510126699,1691544192,1894813505,1695825708,1825018191,2072350151
41,Central Europe and the Baltics,CEB,GDP,1.31E+12,1.45E+12,1.35E+12,1.42E+12,1.47E+12,1.29E+12,1.32E+12,1.46E+12
42,Chad,TCD,GDP,10668102735,12172309523,12367363678,12953535496,13940768066,10950392220,10097778354,10000395242
43,Channel Islands,CHI,GDP,,,,,,,,
44,Chile,CHL,GDP,2.19E+11,2.52E+11,2.67E+11,2.78E+11,2.61E+11,2.44E+11,2.50E+11,2.77E+11
45,China,CHN,GDP,6.09E+12,7.55E+12,8.53E+12,9.57E+12,1.05E+13,1.11E+13,1.12E+13,1.23E+13
46,Colombia,COL,GDP,2.87E+11,3.35E+11,3.71E+11,3.82E+11,3.81E+11,2.93E+11,2.83E+11,3.12E+11
47,Comoros,COM,GDP,907978723.5,1023086184,1015843369,1116224161,1149587652,966029542,1012835518,1077439663
48,Congo Dem. Rep.,COD,GDP,21565720044,25839749199,29306235826,32679745298,35909040266,37917704900,37134799975,38019265626
49,Congo Rep.,COG,GDP,12019594809,14444509756,13677147848,14089855509,14196322768,8556594871,9041986778,9035182062
50,Costa Rica,CRI,GDP,37268614024,42262697840,46473128286,49745088112,50577769838,54775994479,57157992434,58481858043
51,Cote d'Ivoire,CIV,GDP,24908781285,25414875503,26789047555,31273074528,35363533866,45814637971,47964234560,51588158718
52,Croatia,HRV,GDP,59807930156,62354273096,56494367810,58056933513,57642914304,49530641704,51596973259,55319605061
53,Cuba,CUB,GDP,64328000000,68990000000,73141000000,77148000000,80656000000,87133000000,91370000000,96851000000
54,Curacao,CUW,GDP,,3038699609,3131096089,3147616201,3158406034,3151910782,3122287933,3116610112
55,Cyprus,CYP,GDP,25732432719,27565469098,24978513427,23900872626,23128114787,19779150116,20890936462,22638608224
56,Czech Republic,CZE,GDP,2.07E+11,2.28E+11,2.07E+11,2.09E+11,2.08E+11,1.87E+11,1.95E+11,2.16E+11
57,Denmark,DNK,GDP,3.22E+11,3.44E+11,3.27E+11,3.44E+11,3.53E+11,3.03E+11,3.13E+11,3.29E+11
58,Djibouti,DJI,GDP,1128611700,1239144502,1353632942,2042817163,2214681574,2430287967,2603554907,2751461056
59,Dominica,DMA,GDP,493825925.9,501025925.9,485996296.3,498296296.3,520207407.4,540737037,576229629.6,519837037
60,Dominican Republic,DOM,GDP,53860175556,58029750746,60681537196,62682163837,67179914027,71164825257,75704720190,79997975622
61,Early-demographic dividend,EAR,GDP,8.56E+12,9.60E+12,1.01E+13,1.02E+13,1.06E+13,1.03E+13,1.05E+13,1.14E+13
62,East Asia & Pacific,EAS,GDP,1.70E+13,1.97E+13,2.11E+13,2.13E+13,2.20E+13,2.19E+13,2.27E+13,2.42E+13
63,East Asia & Pacific (excluding high income),EAP,GDP,7.87E+12,9.62E+12,1.07E+13,1.18E+13,1.28E+13,1.33E+13,1.36E+13,1.48E+13
64,East Asia & Pacific (IDA & IBRD countries),TEA,GDP,7.86E+12,9.60E+12,1.07E+13,1.18E+13,1.27E+13,1.33E+13,1.35E+13,1.48E+13
65,Ecuador,ECU,GDP,69555367000,79276664000,87924544000,95129659000,1.02E+11,99290381000,99937696000,1.04E+11
66,Egypt Arab Rep.,EGY,GDP,2.19E+11,2.36E+11,2.79E+11,2.89E+11,3.06E+11,3.33E+11,3.33E+11,2.35E+11
67,El Salvador,SLV,GDP,18448000000,20284000000,21386000000,21990970000,22593480000,23438240000,24191440000,24979200000
68,Equatorial Guinea,GNQ,GDP,16314442183,21357344847,22388345810,21948835350,21765454404,13185496836,11240809132,12200914930
69,Eritrea,ERI,GDP,1589515447,2065001626,,,,,,
70,Estonia,EST,GDP,19693608687,23391529311,23192709239,25271407239,26773472962,23048864243,23996451498,26859101054
71,Eswatini,SWZ,GDP,4438778547,4820499497,4886658806,4597702903,4422304975,4073390990,3840677845,4446248676
72,Ethiopia,ETH,GDP,29933790334,31952763089,43310721414,47648211133,55612228234,64589334979,74296618481,81770791971
73,Euro area,EMU,GDP,1.26E+13,1.36E+13,1.26E+13,1.32E+13,1.35E+13,1.17E+13,1.20E+13,1.27E+13
74,Europe & Central Asia,ECS,GDP,2.10E+13,2.32E+13,2.24E+13,2.34E+13,2.37E+13,2.04E+13,2.04E+13,2.16E+13
75,Europe & Central Asia (excluding high income),ECA,GDP,2.94E+12,3.65E+12,3.90E+12,4.13E+12,3.84E+12,2.91E+12,2.77E+12,3.11E+12
76,Europe & Central Asia (IDA & IBRD countries),TEC,GDP,3.65E+12,4.43E+12,4.63E+12,4.91E+12,4.64E+12,3.62E+12,3.48E+12,3.90E+12
77,European Union,EUU,GDP,1.45E+13,1.57E+13,1.46E+13,1.53E+13,1.56E+13,1.35E+13,1.39E+13,1.47E+13
78,Faroe Islands,FRO,GDP,2320424601,2490807831,2366301252,2627049837,2850743875,2518096286,2689157271,2833300519
79,Fiji,FJI,GDP,3140508836,3774530616,3972012571,4190143206,4856963230,4682546863,4930204230,5353404422
80,Finland,FIN,GDP,2.49E+11,2.75E+11,2.58E+11,2.71E+11,2.74E+11,2.34E+11,2.41E+11,2.55E+11
81,Fragile and conflict affected situations,FCS,GDP,1.43E+12,1.45E+12,1.67E+12,1.76E+12,1.93E+12,1.71E+12,1.53E+12,1.55E+12
82,France,FRA,GDP,2.64E+12,2.86E+12,2.68E+12,2.81E+12,2.85E+12,2.44E+12,2.47E+12,2.60E+12
83,French Polynesia,PYF,GDP,,,,,,,,
84,Gabon,GAB,GDP,14372591916,18210308748,17170465294,17595745653,18203968002,14383107714,14023890620,14929488771
85,Gambia The,GMB,GDP,1543292393,1409694554,1415006238,1375608956,1229460602,1354788659,1470006034,1498044491
86,Georgia,GEO,GDP,12243505583,15107441447,16488403076,17189551521,17627003455,14953950557,15141758567,16242916916
87,Germany,DEU,GDP,3.40E+12,3.74E+12,3.53E+12,3.73E+12,3.88E+12,3.36E+12,3.47E+12,3.67E+12
88,Ghana,GHA,GDP,32197272797,39337314810,41270954737,62405374786,53660342160,48564863888,55009730600,58998132330
89,Gibraltar,GIB,GDP,,,,,,,,
90,Greece,GRC,GDP,2.99E+11,2.88E+11,2.46E+11,2.40E+11,2.37E+11,1.97E+11,1.95E+11,2.04E+11
91,Greenland,GRL,GDP,2503156061,2684467376,2609667674,2684952727,2842048998,2499115623,2707146783,2826651926
92,Grenada,GRD,GDP,771013259.3,778655925.9,799882259.3,842620111.1,911497407.4,997007925.9,1061631222,1125685185
93,Guam,GUM,GDP,4895000000,4928000000,5199000000,5336000000,5538000000,5710000000,5795000000,5851000000
94,Guatemala,GTM,GDP,41338008613,47654783852,50388460925,52996540576,57852399834,62186186576,66053725049,71612352781
95,Guinea,GIN,GDP,6853467858,6785137173,7638045254,8376613843,8778473615,8794202444,8603884845,10336634799
96,Guinea-Bissau,GNB,GDP,849050127.5,1098379392,989327811.8,1045790133,1053512334,1047808175,1178204501,1346841897
97,Guyana,GUY,GDP,2273225042,2576024116,2861562266,2987684170,3077643314,3197220339,3504024213,3555205811
98,Haiti,HTI,GDP,6622541529,7516834160,7890647022,8485077205,8775444942,8724656126,7970649131,8409497402
99,Heavily indebted poor countries (HIPC),HPC,GDP,4.86E+11,5.39E+11,5.69E+11,6.37E+11,6.72E+11,6.66E+11,6.63E+11,7.06E+11
100,High income,HIC,GDP,4.56E+13,4.92E+13,4.93E+13,4.99E+13,5.10E+13,4.82E+13,4.92E+13,5.14E+13
101,Honduras,HND,GDP,15839344592,17710315006,18528601901,18499710128,19756494435,20979767785,21717622071,23136232230
102,Hong Kong SAR China,HKG,GDP,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,3.09E+11,3.21E+11,3.41E+11
103,Hungary,HUN,GDP,1.31E+11,1.41E+11,1.28E+11,1.35E+11,1.41E+11,1.25E+11,1.28E+11,1.42E+11
104,IBRD only,IBD,GDP,2.00E+13,2.36E+13,2.51E+13,2.66E+13,2.75E+13,2.59E+13,2.61E+13,2.89E+13
105,Iceland,ISL,GDP,13683689690,15158548261,14724078152,16033517406,17758050019,17389101641,20618363256,24488176540
106,IDA & IBRD total,IBT,GDP,2.15E+13,2.53E+13,2.69E+13,2.85E+13,2.96E+13,2.80E+13,2.82E+13,3.09E+13
107,IDA blend,IDB,GDP,7.01E+11,8.09E+11,8.89E+11,9.68E+11,1.05E+12,1.00E+12,9.30E+11,9.20E+11
108,IDA only,IDX,GDP,7.61E+11,8.47E+11,8.87E+11,9.90E+11,1.06E+12,1.08E+12,1.10E+12,1.18E+12
109,IDA total,IDA,GDP,1.47E+12,1.66E+12,1.79E+12,1.97E+12,2.12E+12,2.09E+12,2.03E+12,2.10E+12
110,India,IND,GDP,1.68E+12,1.82E+12,1.83E+12,1.86E+12,2.04E+12,2.10E+12,2.29E+12,2.65E+12
111,Indonesia,IDN,GDP,7.55E+11,8.93E+11,9.18E+11,9.13E+11,8.91E+11,8.61E+11,9.32E+11,1.02E+12
112,Iran Islamic Rep.,IRN,GDP,4.87E+11,5.81E+11,5.99E+11,4.60E+11,4.33E+11,3.85E+11,4.18E+11,4.45E+11
113,Iraq,IRQ,GDP,1.39E+11,1.86E+11,2.18E+11,2.35E+11,2.35E+11,1.77E+11,1.75E+11,1.95E+11
114,Ireland,IRL,GDP,2.22E+11,2.37E+11,2.25E+11,2.39E+11,2.58E+11,2.92E+11,3.01E+11,3.36E+11
115,Isle of Man,IMN,GDP,5920177689,6566098382,6433357030,6754330155,7428280402,6792417112,6592627599,6770532819
116,Israel,ISR,GDP,2.34E+11,2.61E+11,2.57E+11,2.93E+11,3.10E+11,3.00E+11,3.19E+11,3.53E+11
117,Italy,ITA,GDP,2.13E+12,2.29E+12,2.09E+12,2.14E+12,2.16E+12,1.84E+12,1.88E+12,1.96E+12
118,Jamaica,JAM,GDP,13220556883,14444655300,14807086889,14262589158,13897804560,14187696311,14075894320,14806340821
119,Japan,JPN,GDP,5.70E+12,6.16E+12,6.20E+12,5.16E+12,4.85E+12,4.39E+12,4.92E+12,4.87E+12
120,Jordan,JOR,GDP,26795901408,29244647887,31371056338,34064873239,36329267606,38043450704,39196676056,40708943662
121,Kazakhstan,KAZ,GDP,1.48E+11,1.93E+11,2.08E+11,2.37E+11,2.21E+11,1.84E+11,1.37E+11,1.67E+11
122,Kenya,KEN,GDP,40000088347,41953433591,50412754861,55096728048,61448046802,64007750169,69188755364,78965004656
123,Kiribati,KIR,GDP,156120895.2,181705002.6,190243321.6,185113921.6,179703443.3,171117872.4,178328873,187276210.9
124,Korea Dem. People’s Rep.,PRK,GDP,,,,,,,,
125,Korea Rep.,KOR,GDP,1.14E+12,1.25E+12,1.28E+12,1.37E+12,1.48E+12,1.47E+12,1.50E+12,1.62E+12
126,Kosovo,XKX,GDP,5835874321,6701698218,6499807272,7074777527,7396705195,6442915788,6719172017,7245707185
127,Kuwait,KWT,GDP,1.15E+11,1.54E+11,1.74E+11,1.74E+11,1.63E+11,1.15E+11,1.09E+11,1.21E+11
128,Kyrgyz Republic,KGZ,GDP,4794357795,6197766119,6605139933,7335027592,7468096567,6678178340,6813092066,7702934800
129,Lao PDR,LAO,GDP,7127792630,8749241114,10191350120,11942230508,13268458232,14390442307,15805692546,16853087485
130,Late-demographic dividend,LTE,GDP,1.35E+13,1.65E+13,1.76E+13,1.90E+13,1.97E+13,1.85E+13,1.85E+13,2.06E+13
131,Latin America & Caribbean,LCN,GDP,5.35E+12,6.08E+12,6.14E+12,6.29E+12,6.42E+12,5.52E+12,5.39E+12,5.99E+12
132,Latin America & Caribbean (excluding high income),LAC,GDP,4.91E+12,5.59E+12,5.62E+12,5.75E+12,5.88E+12,5.00E+12,4.86E+12,5.42E+12
133,Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP,5.15E+12,5.88E+12,5.94E+12,6.08E+12,6.20E+12,5.29E+12,5.16E+12,5.75E+12
134,Latvia,LVA,GDP,23803906231,28490700601,28176625841,30272574650,31382780146,27090019663,27734140217,30273007510
135,Least developed countries: UN classification,LDC,GDP,6.80E+11,7.74E+11,8.20E+11,8.95E+11,9.68E+11,9.55E+11,9.43E+11,1.03E+12
136,Lebanon,LBN,GDP,38443907042,39927125961,44035991746,46909335135,48134486625,49939374833,51205122504,53140638269
137,Lesotho,LSO,GDP,2269525782,2622336141,2526185310,2421470022,2499803980,2372280099,2165408362,2405289382
138,Liberia,LBR,GDP,1998000000,2398000000,2721000000,3067000000,3144000000,3177000000,3277826000,3285455000
139,Libya,LBY,GDP,74773444901,34699395524,81873662519,65502870174,41142722414,27842131480,26197143268,37883243650
140,Liechtenstein,LIE,GDP,5082366478,5739977477,5456009385,6391735894,6657170923,6268391521,6237264055,6552858739
141,Lithuania,LTU,GDP,37034461707,43466133144,42842537129,46442055804,48526000845,41392396558,43021972485,47750908128
142,Low & middle income,LMY,GDP,2.05E+13,2.42E+13,2.59E+13,2.74E+13,2.85E+13,2.71E+13,2.72E+13,2.98E+13
143,Low income,LIC,GDP,3.90E+11,4.22E+11,4.42E+11,4.85E+11,5.20E+11,5.19E+11,4.79E+11,4.95E+11
144,Lower middle income,LMC,GDP,3.93E+12,4.43E+12,4.67E+12,4.92E+12,5.24E+12,5.19E+12,5.36E+12,5.76E+12
145,Luxembourg,LUX,GDP,53212476812,60004630234,56677961787,61739352212,66103853237,57744457955,60691483443,64181944723
146,Macao SAR China,MAC,GDP,28123640999,36709860068,43031577366,51552075902,55347998648,45361678147,45387299721,50751059058
147,Madagascar,MDG,GDP,9982711030,11551821062,11578978053,12423557907,12522959157,11323023787,11848615018,13176313233
148,Malawi,MWI,GDP,6959655571,8004000737,6028487929,5518880769,6047813437,6373212641,5433040160,6303292264
149,Malaysia,MYS,GDP,2.55E+11,2.98E+11,3.14E+11,3.23E+11,3.38E+11,3.01E+11,3.01E+11,3.19E+11
150,Maldives,MDV,GDP,2588176055,2774351760,2886170572,3295011382,3697351597,4109424800,4379136462,4735989972
151,Mali,MLI,GDP,10689167195,12995074801,12441946098,13242680701,14365345530,13104869674,14020002871,15375605992
152,Malta,MLT,GDP,8749171417,9515297915,9205506528,10153894646,11302344157,10682394998,11444483134,12747857570
153,Marshall Islands,MHL,GDP,162164700,174332100,182874800,187707400,184689500,184599600,200558400,212881000
154,Mauritania,MRT,GDP,5628882266,6764635687,6728208836,7223063170,6592537782,6166857629,6398744505,6758390729
155,Mauritius,MUS,GDP,10003670690,11518393367,11668685524,12129642296,12803445934,11692287066,12232463656,13259351418
156,Mexico,MEX,GDP,1.06E+12,1.18E+12,1.20E+12,1.27E+12,1.31E+12,1.17E+12,1.08E+12,1.16E+12
157,Micronesia Fed. Sts.,FSM,GDP,296944100,311301600,327248700,317214400,319271200,316489900,332265200,366666800
158,Middle East & North Africa,MEA,GDP,2.77E+12,3.28E+12,3.58E+12,3.55E+12,3.57E+12,3.14E+12,3.15E+12,3.27E+12
159,Middle East & North Africa (excluding high income),MNA,GDP,1.38E+12,1.57E+12,1.73E+12,1.62E+12,1.60E+12,1.44E+12,1.45E+12,1.43E+12
160,Middle East & North Africa (IDA & IBRD countries),TMN,GDP,1.37E+12,1.56E+12,1.72E+12,1.61E+12,1.58E+12,1.42E+12,1.44E+12,1.41E+12
161,Middle income,MIC,GDP,2.01E+13,2.38E+13,2.54E+13,2.69E+13,2.80E+13,2.65E+13,2.67E+13,2.93E+13
162,Moldova,MDA,GDP,6974960345,8414360656,8709165249,9496684701,9510219299,7745231660,8071480541,9669759987
163,Monaco,MCO,GDP,5367625613,6088808463,5743029680,6555983530,7069616049,6261622101,6472990923,6431314957
164,Mongolia,MNG,GDP,7189481824,10409797649,12292770631,12582122604,12226514722,11749620620,11186734674,11425755280
165,Montenegro,MNE,GDP,4139192053,4538199889,4087725813,4466039315,4594024180,4054712083,4377033429,4856632399
166,Morocco,MAR,GDP,93216746662,1.01E+11,98266306615,1.07E+11,1.10E+11,1.01E+11,1.03E+11,1.10E+11
167,Mozambique,MOZ,GDP,11087646868,14381552433,16350804543,16974320551,17716084108,15950969019,11936999283,13219084261
168,Myanmar,MMR,GDP,49540813342,59977326086,59937797559,60269734045,65446199788,67822772707,67184236747,68945867478
169,Namibia,NAM,GDP,11268186636,12343501808,13042007432,12011207762,12356482878,11272143550,10665634661,12741746434
170,Nauru,NRU,GDP,47564520.39,66055407.67,96927201.48,98491843.64,104654365.2,86779266.16,100087349,109585941.6
171,Nepal,NPL,GDP,16002656434,18913574371,18851513891,19271168018,20002968838,21410840909,21185922408,25180583770
172,Netherlands,NLD,GDP,8.47E+11,9.04E+11,8.39E+11,8.77E+11,8.91E+11,7.65E+11,7.84E+11,8.34E+11
173,New Caledonia,NCL,GDP,,,,,,,,
174,New Zealand,NZL,GDP,1.47E+11,1.69E+11,1.76E+11,1.91E+11,2.01E+11,1.77E+11,1.88E+11,2.05E+11
175,Nicaragua,NIC,GDP,8758639096,9774262742,10531964139,10982979274,11880472593,12756706583,13286048705,13785943183
176,Niger,NER,GDP,7792421016,8701085756,9366515965,10156855204,10815312544,9667589437,10284627190,11166063887
177,Nigeria,NGA,GDP,3.63E+11,4.10E+11,4.59E+11,5.15E+11,5.68E+11,4.95E+11,4.05E+11,3.76E+11
178,North America,NAC,GDP,1.66E+13,1.73E+13,1.80E+13,1.86E+13,1.93E+13,1.98E+13,2.02E+13,2.11E+13
179,North Macedonia,MKD,GDP,9407168702,10494632699,9745251126,10817712139,11362272838,10064515432,10672471861,11307058382
180,Northern Mariana Islands,MNP,GDP,799000000,733000000,751000000,782000000,845000000,931000000,1250000000,1601000000
181,Norway,NOR,GDP,4.29E+11,4.98E+11,5.10E+11,5.23E+11,4.98E+11,3.86E+11,3.69E+11,3.98E+11
182,Not classified,INX,GDP,,,,,,,,
183,OECD members,OED,GDP,4.50E+13,4.84E+13,4.84E+13,4.91E+13,5.01E+13,4.73E+13,4.82E+13,5.03E+13
184,Oman,OMN,GDP,57048114434,68016905072,76615864759,78784395319,81076462939,68400260078,65481144343,70600000000
185,Other small states,OSS,GDP,3.22E+11,3.97E+11,4.14E+11,4.32E+11,4.46E+11,3.70E+11,3.66E+11,4.04E+11
186,Pacific island small states,PSS,GDP,6433227567,7625069257,8096571827,8391851018,9113772923,8895487244,9313395708,10008508092
187,Pakistan,PAK,GDP,1.77E+11,2.14E+11,2.24E+11,2.31E+11,2.44E+11,2.71E+11,2.79E+11,3.05E+11
188,Palau,PLW,GDP,183498800,193143900,211103300,223388400,243147000,280376100,300125600,286321800
189,Panama,PAN,GDP,29440300000,34686200000,40429700000,45600000000,49921500000,54091700000,57907700000,62219000000
190,Papua New Guinea,PNG,GDP,14250755231,17984910502,21295659244,21261432791,23210682538,21723531173,20759069103,22742613554
191,Paraguay,PRY,GDP,27215968616,33715524704,33283228891,38585317743,40276532541,36164068797,36054281572,39008900332
192,Peru,PER,GDP,1.48E+11,1.72E+11,1.93E+11,2.01E+11,2.01E+11,1.90E+11,1.92E+11,2.11E+11
193,Philippines,PHL,GDP,2.08E+11,2.34E+11,2.62E+11,2.84E+11,2.97E+11,3.06E+11,3.19E+11,3.28E+11
194,Poland,POL,GDP,4.79E+11,5.29E+11,5.00E+11,5.24E+11,5.45E+11,4.78E+11,4.72E+11,5.26E+11
195,Portugal,PRT,GDP,2.38E+11,2.45E+11,2.16E+11,2.26E+11,2.30E+11,1.99E+11,2.06E+11,2.21E+11
196,Post-demographic dividend,PST,GDP,4.25E+13,4.57E+13,4.56E+13,4.61E+13,4.70E+13,4.45E+13,4.55E+13,4.74E+13
197,Pre-demographic dividend,PRE,GDP,1.02E+12,1.19E+12,1.30E+12,1.43E+12,1.53E+12,1.34E+12,1.22E+12,1.27E+12
198,Puerto Rico,PRI,GDP,98381300000,1.00E+11,1.02E+11,1.02E+11,1.02E+11,1.03E+11,1.04E+11,1.03E+11
199,Qatar,QAT,GDP,1.25E+11,1.68E+11,1.87E+11,1.99E+11,2.06E+11,1.62E+11,1.52E+11,1.67E+11
200,Romania,ROU,GDP,1.66E+11,1.83E+11,1.71E+11,1.91E+11,2.00E+11,1.78E+11,1.88E+11,2.12E+11
201,Russian Federation,RUS,GDP,1.52E+12,2.05E+12,2.21E+12,2.29E+12,2.06E+12,1.36E+12,1.28E+12,1.57E+12
202,Rwanda,RWA,GDP,6147525367,6912074082,7687521844,7851127992,8279481015,8582588883,8734161828,9253098954
203,Samoa,WSM,GDP,663161517.9,737401692.2,760549587.1,770021664,756919917.3,788307330.6,799376439.5,831903809.7
204,San Marino,SMR,GDP,1881214371,1813752784,1604779648,1678841812,1673973695,1419061356,1468895284,1528468143
205,Sao Tome and Principe,STP,GDP,197454066.8,233213982.9,252560781.2,302924710,348941715.8,318266475.3,347544772,375040835.1
206,Saudi Arabia,SAU,GDP,5.28E+11,6.71E+11,7.36E+11,7.47E+11,7.56E+11,6.54E+11,6.45E+11,6.89E+11
207,Senegal,SEN,GDP,16230887978,17902207622,17824398469,18965572150,19797254643,17774766636,19040312815,20996564752
208,Serbia,SRB,GDP,41819468692,49258136129,43309252921,48394238300,47062205547,39628549950,40630392019,44120425320
209,Seychelles,SYC,GDP,969936525.3,1065826670,1060226126,1328157609,1343007841,1377495052,1426651766,1524486801
210,Sierra Leone,SLE,GDP,2578026297,2942546781,3801862611,4920343195,5015157816,4218723875,3674794530,3739577973
211,Singapore,SGP,GDP,2.40E+11,2.79E+11,2.95E+11,3.08E+11,3.15E+11,3.08E+11,3.19E+11,3.42E+11
212,Sint Maarten (Dutch part),SXM,GDP,,,,,,,,
213,Slovak Republic,SVK,GDP,90183986822,98997521242,94416582465,98723944144,1.01E+11,88457167724,89640616271,95481955558
214,Slovenia,SVN,GDP,48161250935,51516367350,46580457470,48401896410,49930685013,43090173062,44651537260,48561672401
215,Small states,SST,GDP,3.92E+11,4.73E+11,4.93E+11,5.13E+11,5.29E+11,4.51E+11,4.43E+11,4.84E+11
216,Solomon Islands,SLB,GDP,681151193.5,932725583.3,1063879446,1129787198,1172268301,1154650069,1230459714,1309631133
217,Somalia,SOM,GDP,,,,,,,,
218,South Africa,ZAF,GDP,3.75E+11,4.16E+11,3.96E+11,3.67E+11,3.51E+11,3.18E+11,2.96E+11,3.50E+11
219,South Asia,SAS,GDP,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12
220,South Asia (IDA & IBRD),TSA,GDP,2.06E+12,2.27E+12,2.30E+12,2.36E+12,2.58E+12,2.70E+12,2.92E+12,3.35E+12
221,South Sudan,SSD,GDP,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,,
222,Spain,ESP,GDP,1.42E+12,1.48E+12,1.32E+12,1.35E+12,1.37E+12,1.20E+12,1.23E+12,1.31E+12
223,Sri Lanka,LKA,GDP,56725749222,65292753005,68434409315,74317806538,79356449841,80604080689,82401038710,87428125558
224,St. Kitts and Nevis,KNA,GDP,760177777.8,817762963,800422222.2,839770370.4,916574074.1,923155555.6,971162963,996937037
